province_index,province_id,red,green,blue,local_name,common_name,old_imperial_name,religious_name,enemy_name,region_id,controller,terrain,biome,terrain_feature,primary_resource,road_level,port_level,fort_level,mana_site_level,strategic_value,center_x,center_y,pixel_area,is_seed_frontier
460,PROV_QERESH_WELLS_054,27,106,130,Iresh Spire,Iresh Spire,Outer Record 054,Qeresh Wells Shrine 054,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,59,288.93,1321.91,11704,no
461,PROV_QERESH_WELLS_055,225,184,239,Dry Well,Dry Well,Outer Record 055,Qeresh Wells Shrine 055,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,63,389.89,1332.0,6932,no
462,PROV_QERESH_WELLS_056,168,7,92,Salt Court,Salt Court,Outer Record 056,Qeresh Wells Shrine 056,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,66,489.74,1293.26,12074,no
463,PROV_QERESH_WELLS_057,110,85,201,Voda Salt,Voda Salt,Outer Record 057,Qeresh Wells Shrine 057,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,64,660.48,1318.98,16593,no
464,PROV_QERESH_WELLS_058,52,164,54,Cup Road,Cup Road,Outer Record 058,Qeresh Wells Shrine 058,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,60,852.39,1325.71,13666,no
465,PROV_QERESH_WELLS_059,250,242,163,Nema Stone,Nema Stone,Outer Record 059,Qeresh Wells Shrine 059,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,64,947.67,1347.31,11093,no
466,PROV_QERESH_WELLS_060,193,65,16,Sel Gate,Sel Gate,Outer Record 060,Qeresh Wells Shrine 060,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,75,1012.52,1293.42,7461,no
467,PROV_QERESH_WELLS_061,135,143,125,Qeresh Cistern,Qeresh Cistern,Outer Record 061,Qeresh Wells Shrine 061,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,74,1088.85,1301.72,9172,no
468,PROV_QERESH_WELLS_062,77,221,234,Qaran Caravan,Qaran Caravan,Outer Record 062,Qeresh Wells Shrine 062,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,78,1191.62,1300.0,9054,no
469,PROV_QERESH_WELLS_063,20,44,87,Third Basin,Third Basin,Outer Record 063,Qeresh Wells Shrine 063,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,72,1276.26,1308.96,6281,no
470,PROV_QERESH_WELLS_064,218,122,196,Iresh Spire,Iresh Spire,Outer Record 064,Qeresh Wells Shrine 064,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,68,1350.14,1305.99,7024,no
471,PROV_QERESH_WELLS_065,160,201,49,Dry Well,Dry Well,Outer Record 065,Qeresh Wells Shrine 065,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,62,1440.73,1324.73,7862,no
472,PROV_QERESH_WELLS_066,103,23,158,Salt Court,Salt Court,Outer Record 066,Qeresh Wells Shrine 066,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,60,1955.9,1317.78,7586,no
473,PROV_QERESH_WELLS_067,45,102,11,Voda Salt,Voda Salt,Outer Record 067,Qeresh Wells Shrine 067,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,66,1029.2,1407.06,8878,no
474,PROV_QERESH_WELLS_068,243,180,120,Cup Road,Cup Road,Outer Record 068,Qeresh Wells Shrine 068,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,69,1115.66,1410.25,7568,no
475,PROV_QERESH_WELLS_069,186,2,229,Nema Stone,Nema Stone,Outer Record 069,Qeresh Wells Shrine 069,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,69,1184.6,1381.54,8101,no
476,PROV_QERESH_WELLS_070,128,81,82,Sel Gate,Sel Gate,Outer Record 070,Qeresh Wells Shrine 070,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,68,1288.18,1400.79,8358,no
477,PROV_QERESH_WELLS_071,70,159,191,Qeresh Cistern,Qeresh Cistern,Outer Record 071,Qeresh Wells Shrine 071,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,63,1369.15,1380.87,5601,no
478,PROV_QERESH_WELLS_072,12,238,44,Qaran Caravan,Qaran Caravan,Outer Record 072,Qeresh Wells Shrine 072,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,62,1443.37,1400.68,5953,no
479,PROV_QERESH_WELLS_073,211,60,153,Third Basin,Third Basin,Outer Record 073,Qeresh Wells Shrine 073,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,70,1518.17,1416.89,7851,no
480,PROV_QERESH_WELLS_074,153,139,6,Iresh Spire,Iresh Spire,Outer Record 074,Qeresh Wells Shrine 074,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,62,1804.61,1415.97,5735,no
481,PROV_QERESH_WELLS_075,95,217,115,Dry Well,Dry Well,Outer Record 075,Qeresh Wells Shrine 075,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,61,1917.59,1375.75,5926,no
482,PROV_QERESH_WELLS_076,38,39,224,Salt Court,Salt Court,Outer Record 076,Qeresh Wells Shrine 076,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,59,919.47,1481.44,10524,no
483,PROV_QERESH_WELLS_077,236,118,77,Voda Salt,Voda Salt,Outer Record 077,Qeresh Wells Shrine 077,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,69,1015.72,1476.47,8225,no
484,PROV_QERESH_WELLS_078,178,196,186,Cup Road,Cup Road,Outer Record 078,Qeresh Wells Shrine 078,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,75,1122.87,1509.14,8506,no
485,PROV_QERESH_WELLS_079,121,19,39,Nema Stone,Nema Stone,Outer Record 079,Qeresh Wells Shrine 079,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,74,1201.63,1476.18,7589,no
486,PROV_QERESH_WELLS_080,63,97,148,Sel Gate,Sel Gate,Outer Record 080,Qeresh Wells Shrine 080,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,68,1280.69,1481.47,6869,no
487,PROV_QERESH_WELLS_081,5,176,1,Qeresh Cistern,Qeresh Cistern,Outer Record 081,Qeresh Wells Shrine 081,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,63,1368.15,1472.19,7276,no
488,PROV_QERESH_WELLS_082,203,254,110,Qaran Caravan,Qaran Caravan,Outer Record 082,Qeresh Wells Shrine 082,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,67,1440.63,1490.02,7422,no
489,PROV_QERESH_WELLS_083,146,76,219,Third Basin,Third Basin,Outer Record 083,Qeresh Wells Shrine 083,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,78,1515.08,1510.63,6699,no
490,PROV_QERESH_WELLS_084,88,155,72,Iresh Spire,Iresh Spire,Outer Record 084,Qeresh Wells Shrine 084,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,91,1605.08,1496.43,6325,no
491,PROV_QERESH_WELLS_085,30,233,181,Dry Well,Dry Well,Outer Record 085,Qeresh Wells Shrine 085,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,61,1700.31,1501.06,5827,no
492,PROV_QERESH_WELLS_086,229,56,34,Salt Court,Salt Court,Outer Record 086,Qeresh Wells Shrine 086,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,62,1021.64,1573.03,8499,no
493,PROV_QERESH_WELLS_087,171,134,143,Voda Salt,Voda Salt,Outer Record 087,Qeresh Wells Shrine 087,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,71,1091.13,1579.49,5267,no
494,PROV_QERESH_WELLS_088,113,212,252,Cup Road,Cup Road,Outer Record 088,Qeresh Wells Shrine 088,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,93,1195.66,1589.46,7418,no
495,PROV_QERESH_WELLS_089,56,35,105,Nema Stone,Nema Stone,Outer Record 089,Qeresh Wells Shrine 089,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,1,100,1261.31,1569.1,7498,no
496,PROV_QERESH_WELLS_090,254,113,214,Sel Gate,Sel Gate,Outer Record 090,Qeresh Wells Shrine 090,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,75,1345.36,1571.11,10337,no
497,PROV_QERESH_WELLS_091,196,192,67,Qeresh Cistern,Qeresh Cistern,Outer Record 091,Qeresh Wells Shrine 091,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,70,1432.22,1590.49,7502,no
498,PROV_QERESH_WELLS_092,139,14,176,Qaran Caravan,Qaran Caravan,Outer Record 092,Qeresh Wells Shrine 092,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,78,1522.05,1589.48,7320,no
499,PROV_QERESH_WELLS_093,81,93,29,Third Basin,Third Basin,Outer Record 093,Qeresh Wells Shrine 093,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,71,1610.06,1569.17,7940,no
500,PROV_QERESH_WELLS_094,23,171,138,Iresh Spire,Iresh Spire,Outer Record 094,Qeresh Wells Shrine 094,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,56,1727.39,1577.81,5629,no
501,PROV_QERESH_WELLS_095,221,249,247,Dry Well,Dry Well,Outer Record 095,Qeresh Wells Shrine 095,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,58,933.26,1674.12,3916,no
502,PROV_QERESH_WELLS_096,164,72,100,Salt Court,Salt Court,Outer Record 096,Qeresh Wells Shrine 096,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,66,993.99,1664.45,8778,no
503,PROV_QERESH_WELLS_097,106,150,209,Voda Salt,Voda Salt,Outer Record 097,Qeresh Wells Shrine 097,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,91,1096.76,1648.85,6937,no
504,PROV_QERESH_WELLS_098,48,229,62,Cup Road,Cup Road,Outer Record 098,Qeresh Wells Shrine 098,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,1,100,1171.09,1661.2,7040,no
505,PROV_QERESH_WELLS_099,247,51,171,Nema Stone,Nema Stone,Outer Record 099,Qeresh Wells Shrine 099,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,95,1270.17,1674.07,9445,no
506,PROV_QERESH_WELLS_100,189,130,24,Sel Gate,Sel Gate,Outer Record 100,Qeresh Wells Shrine 100,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,74,1384.95,1680.33,8821,no
507,PROV_QERESH_WELLS_101,131,208,133,Qeresh Cistern,Qeresh Cistern,Outer Record 101,Qeresh Wells Shrine 101,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,71,1466.5,1665.31,6550,no
508,PROV_QERESH_WELLS_102,74,30,242,Qaran Caravan,Qaran Caravan,Outer Record 102,Qeresh Wells Shrine 102,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,70,1544.04,1691.4,9121,no
509,PROV_QERESH_WELLS_103,16,109,95,Third Basin,Third Basin,Outer Record 103,Qeresh Wells Shrine 103,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,63,1625.36,1657.26,8665,no
510,PROV_QERESH_WELLS_104,214,187,204,Iresh Spire,Iresh Spire,Outer Record 104,Qeresh Wells Shrine 104,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,56,1699.5,1646.19,4485,no
511,PROV_QERESH_WELLS_105,157,10,57,Dry Well,Dry Well,Outer Record 105,Qeresh Wells Shrine 105,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,56,1993.4,1658.34,9274,no
512,PROV_QERESH_WELLS_106,99,88,166,Salt Court,Salt Court,Outer Record 106,Qeresh Wells Shrine 106,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,64,1025.31,1738.24,5679,no
513,PROV_QERESH_WELLS_107,41,167,19,Voda Salt,Voda Salt,Outer Record 107,Qeresh Wells Shrine 107,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,78,1099.07,1744.69,7787,no
514,PROV_QERESH_WELLS_108,239,245,128,Cup Road,Cup Road,Outer Record 108,Qeresh Wells Shrine 108,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,mountain_pass,mountain,mountain_pass,SALT,1,0,4,0,95,1187.33,1757.87,10423,no
515,PROV_QERESH_WELLS_109,182,67,237,Nema Stone,Nema Stone,Outer Record 109,Qeresh Wells Shrine 109,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,76,1302.25,1743.75,8656,no
516,PROV_QERESH_WELLS_110,124,146,90,Sel Gate,Sel Gate,Outer Record 110,Qeresh Wells Shrine 110,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,68,1377.92,1776.33,6458,no
517,PROV_QERESH_WELLS_111,66,224,199,Qeresh Cistern,Qeresh Cistern,Outer Record 111,Qeresh Wells Shrine 111,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,66,1447.13,1777.65,7491,no
518,PROV_QERESH_WELLS_112,9,47,52,Qaran Caravan,Qaran Caravan,Outer Record 112,Qeresh Wells Shrine 112,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,60,1528.89,1775.53,8116,no
519,PROV_QERESH_WELLS_113,207,125,161,Third Basin,Third Basin,Outer Record 113,Qeresh Wells Shrine 113,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,56,1821.24,1742.76,4382,no
520,PROV_QERESH_WELLS_114,149,204,14,Iresh Spire,Iresh Spire,Outer Record 114,Qeresh Wells Shrine 114,Iresh Spire Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,60,1886.34,1726.37,11565,no
521,PROV_QERESH_WELLS_115,92,26,123,Dry Well,Dry Well,Outer Record 115,Qeresh Wells Shrine 115,Dry Well Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,61,1050.59,1810.16,2874,no
522,PROV_QERESH_WELLS_116,34,104,232,Salt Court,Salt Court,Outer Record 116,Qeresh Wells Shrine 116,Salt Court Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,66,1095.49,1864.73,8471,no
523,PROV_QERESH_WELLS_117,232,183,85,Voda Salt,Voda Salt,Outer Record 117,Qeresh Wells Shrine 117,Voda Salt Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,79,1183.58,1841.5,7417,no
524,PROV_QERESH_WELLS_118,175,5,194,Cup Road,Cup Road,Outer Record 118,Qeresh Wells Shrine 118,Cup Road Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,75,1283.1,1843.75,9557,no
525,PROV_QERESH_WELLS_119,117,84,47,Nema Stone,Nema Stone,Outer Record 119,Qeresh Wells Shrine 119,Nema Stone Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,dryland_plateau,dryland,dryland_plateau,SALT,1,0,2,0,66,1384.28,1861.62,9534,no
526,PROV_QERESH_WELLS_120,59,162,156,Sel Gate,Sel Gate,Outer Record 120,Qeresh Wells Shrine 120,Sel Gate Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,55,1492.21,1843.88,4180,no
527,PROV_QERESH_WELLS_121,1,241,9,Qeresh Cistern,Qeresh Cistern,Outer Record 121,Qeresh Wells Shrine 121,Qeresh Cistern Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,64,1180.26,1925.41,11257,no
528,PROV_QERESH_WELLS_122,200,63,118,Qaran Caravan,Qaran Caravan,Outer Record 122,Qeresh Wells Shrine 122,Qaran Caravan Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,64,1283.4,1928.77,5576,no
529,PROV_QERESH_WELLS_123,142,141,227,Third Basin,Third Basin,Outer Record 123,Qeresh Wells Shrine 123,Third Basin Insult-Name,REG_QERESH_WELLS,FAC_QERESH_LOCAL,oasis_salt_road,oasis,oasis_salt_road,SALT,1,0,2,0,58,1363.69,1923.81,3540,no
530,PROV_MAREN_COAST_001,84,220,80,Maren Mouth,Maren Mouth,Old Road Ledger 001,Maren Coast Shrine 001,Maren Mouth Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,77,839.74,461.02,1661,no
531,PROV_MAREN_COAST_002,27,42,189,Chain Dock,Chain Dock,Old Road Ledger 002,Maren Coast Shrine 002,Chain Dock Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,77,889.2,457.2,1309,no
532,PROV_MAREN_COAST_003,225,121,42,Loran Isle,Loran Isle,Old Road Ledger 003,Maren Coast Shrine 003,Loran Isle Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,81,979.38,444.5,3574,no
533,PROV_MAREN_COAST_004,167,199,151,Mava Sound,Mava Sound,Old Road Ledger 004,Maren Coast Shrine 004,Mava Sound Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,78,1043.23,442.02,2932,no
534,PROV_MAREN_COAST_005,110,22,4,Harbor Quay,Harbor Quay,Old Road Ledger 005,Maren Coast Shrine 005,Harbor Quay Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,78,1223.38,463.05,3153,no
535,PROV_MAREN_COAST_006,52,100,113,Quay Port,Quay Port,Old Road Ledger 006,Maren Coast Shrine 006,Quay Port Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,79,1278.36,450.94,3538,no
536,PROV_MAREN_COAST_007,250,178,222,Blue Chain,Blue Chain,Old Road Ledger 007,Maren Coast Shrine 007,Blue Chain Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,79,1318.6,487.5,2319,no
537,PROV_MAREN_COAST_008,193,1,75,Tessel Bell,Tessel Bell,Old Road Ledger 008,Maren Coast Shrine 008,Tessel Bell Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,78,1385.81,454.54,2285,no
538,PROV_MAREN_COAST_009,135,79,184,Tide Harbor,Tide Harbor,Old Road Ledger 009,Maren Coast Shrine 009,Tide Harbor Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,80,1662.83,450.82,3354,no
539,PROV_MAREN_COAST_010,77,158,37,Bell Light,Bell Light,Old Road Ledger 010,Maren Coast Shrine 010,Bell Light Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,77,832.02,522.05,2448,no
540,PROV_MAREN_COAST_011,19,236,146,Maren Mouth,Maren Mouth,Old Road Ledger 011,Maren Coast Shrine 011,Maren Mouth Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,79,895.03,509.24,3971,no
541,PROV_MAREN_COAST_012,218,58,255,Chain Dock,Chain Dock,Old Road Ledger 012,Maren Coast Shrine 012,Chain Dock Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,75,993.88,497.97,1969,no
542,PROV_MAREN_COAST_013,160,137,108,Loran Isle,Loran Isle,Old Road Ledger 013,Maren Coast Shrine 013,Loran Isle Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,77,1117.73,523.34,1986,no
543,PROV_MAREN_COAST_014,102,215,217,Mava Sound,Mava Sound,Old Road Ledger 014,Maren Coast Shrine 014,Mava Sound Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,82,1245.89,512.34,3862,no
544,PROV_MAREN_COAST_015,45,38,70,Harbor Quay,Harbor Quay,Old Road Ledger 015,Maren Coast Shrine 015,Harbor Quay Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,80,1367.19,510.27,3427,no
545,PROV_MAREN_COAST_016,243,116,179,Quay Port,Quay Port,Old Road Ledger 016,Maren Coast Shrine 016,Quay Port Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,81,1424.01,520.04,4245,no
546,PROV_MAREN_COAST_017,185,195,32,Blue Chain,Blue Chain,Old Road Ledger 017,Maren Coast Shrine 017,Blue Chain Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,78,678.77,573.04,1573,no
547,PROV_MAREN_COAST_018,128,17,141,Tessel Bell,Tessel Bell,Old Road Ledger 018,Maren Coast Shrine 018,Tessel Bell Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,78,753.83,552.65,2466,no
548,PROV_MAREN_COAST_019,70,95,250,Tide Harbor,Tide Harbor,Old Road Ledger 019,Maren Coast Shrine 019,Tide Harbor Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,79,1067.82,542.26,1556,no
549,PROV_MAREN_COAST_020,12,174,103,Bell Light,Bell Light,Old Road Ledger 020,Maren Coast Shrine 020,Bell Light Insult-Name,REG_MAREN_COAST,FAC_MAREN_BLUE_CHAIN,river_port,coast,river_port,SILVER_COIN_METALS,3,2,2,0,80,1803.85,562.23,2142,no
